House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Bishop Avenue,Denise,Pearson,32,Lodger,Single,Female,Hydrogeologist,None,Catholic
11,Bishop Avenue,Dylan,Clarke,35,Head,Married,Male,"Surveyor, minerals",None,Christian
11,Bishop Avenue,Paula,Clarke,30,Wife,Married,Female,"Psychotherapist, child",None,Christian
11,Bishop Avenue,Malcolm,Clarke,9,Son,NA,Male,Student,None,NA
11,Bishop Avenue,Sarah,Clarke,8,Daughter,NA,Female,Student,None,NA
11,Bishop Avenue,Judith,Clarke,2,Daughter,NA,Female,Child,None,NA
12,Bishop Avenue,Aaron,Oliver,50,Head,Single,Male,Professor Emeritus,None,None
12,Bishop Avenue,Damien,Preston,60,None,Single,Male,"Accountant, chartered management",None,Christian
12,Bishop Avenue,Holly,Nicholls,32,None,Single,Female,Retail banker,None,Muslim
13,Bishop Avenue,James,Wallace,64,Head,Married,Male,Statistician,None,Catholic
13,Bishop Avenue,Helen,Wallace,62,Wife,Married,Female,Energy engineer,None,Catholic
13,Bishop Avenue,Alexander,Wallace,12,Grandson,NA,Male,Student,None,NA
13,Bishop Avenue,Derek,Wallace,8,Grandson,NA,Male,Student,None,NA
14,Bishop Avenue,Megan,Robinson,51,Head,Single,Female,Outdoor activities/education manager,None,Catholic
14,Bishop Avenue,Glen,Wilson,57,Partner,Single,Male,Archaeologist,None,Catholic
14,Bishop Avenue,Janice,Robinson,15,Daughter,NA,Female,Student,None,NA
15,Bishop Avenue,Wendy,Bowen,60,Head,Married,Female,Health service manager,None,None
15,Bishop Avenue,Gavin,Bowen,61,Husband,Married,Male,"Designer, exhibition/display",None,None
15,Bishop Avenue,Tom,Bowen,27,Son,Single,Male,Youth worker,None,None
15,Bishop Avenue,Yvonne,Bowen,23,Daughter,Single,Female,Advertising copywriter,None,None
15,Bishop Avenue,Sean,Bowen,17,Son,NA,Male,Student,None,NA
16,Bishop Avenue,Samuel,Carter,73,Head,Married,Male,Retired Engineering geologist,None,Christian
16,Bishop Avenue,Zoe,Carter,72,Wife,Married,Female,Retired Toxicologist,None,None
17,Bishop Avenue,Leslie,Morley,86,Head,Widowed,Male,Unemployed,None,Christian
18,Bishop Avenue,Geraldine,Hanson,37,Head,Married,Female,Production engineer,None,Methodist
18,Bishop Avenue,Jason,Hanson,37,Husband,Married,Male,"Physicist, medical",None,Methodist
19,Bishop Avenue,Christine,Allen,31,Head,Single,Female,Armed forces training and education officer,None,None
19,Bishop Avenue,Kayleigh,Smith,53,None,Single,Female,Management consultant,None,Christian
20,Bishop Avenue,Mary,Roberts,34,Head,Single,Female,"Scientist, research (life sciences)",None,None
20,Bishop Avenue,Russell,Allen,37,Partner,Single,Male,Chief Marketing Officer,None,None
21,Bishop Avenue,Rebecca,White,50,Head,Single,Female,Unemployed,None,None
21,Bishop Avenue,Eric,Bartlett,59,Partner,Single,Male,Environmental education officer,None,None
22,Bishop Avenue,Robin,Marshall,38,Head,Single,Male,Careers information officer,None,Catholic
22,Bishop Avenue,Jessica,Jones,34,Partner,Single,Female,Radio producer,None,Catholic
23,Bishop Avenue,Mark,Craig,20,Head,Single,Male,University Student,None,None
23,Bishop Avenue,Hollie,Davis,22,Partner,Single,Female,University Student,None,None
24,Bishop Avenue,Marcus,Gardiner,71,Head,Married,Male,Retired Lobbyist,None,Christian
24,Bishop Avenue,Alexandra,Gardiner,72,Wife,Married,Female,Retired Translator,None,None
25,Bishop Avenue,Beverley,Stevens,40,Head,Married,Female,Hotel manager,None,None
25,Bishop Avenue,Colin,Stevens,43,Husband,Married,Male,Clinical molecular geneticist,None,None
26,Bishop Avenue,Steven,Ward,42,Head,Married,Male,Sport and exercise psychologist,None,Catholic
26,Bishop Avenue,Aaron,Ward,45,Husband,Married,Male,Insurance account manager,None,Catholic
27,Bishop Avenue,Gareth,Sullivan,87,Head,Married,Male,Retired Health service manager,None,Christian
27,Bishop Avenue,Kathleen,Sullivan,83,Wife,Married,Female,Retired Editorial assistant,None,None
28,Bishop Avenue,Connor,Wall,26,Head,Married,Male,Speech and language therapist,None,None
28,Bishop Avenue,Louise,Wall,19,Wife,Married,Female,University Student,None,None
29,Bishop Avenue,Edward,Parker,66,Head,Widowed,Male,Passenger transport manager,None,Methodist
30,Bishop Avenue,Alison,Smith,61,Head,Married,Female,"Accountant, chartered certified",None,Christian
30,Bishop Avenue,Shane,Smith,60,Husband,Married,Male,Structural engineer,None,None
30,Bishop Avenue,Marilyn,Smith,14,Daughter,NA,Female,Student,None,NA
31,Bishop Avenue,Gillian,Simmons,51,Head,Divorced,Female,Unemployed,None,Christian
31,Bishop Avenue,Patrick,Simmons,14,Son,NA,Male,Student,None,NA
32,Bishop Avenue,Annette,Ellis,60,Head,Married,Female,Corporate investment banker,None,Christian
32,Bishop Avenue,David,Ellis,62,Husband,Married,Male,Retail merchandiser,None,None
32,Bishop Avenue,Clifford,Rogers-Ellis,13,Son,NA,Male,Student,None,NA
32,Bishop Avenue,Abigail,Rogers-Ellis,9,Daughter,NA,Female,Student,None,NA
33,Bishop Avenue,Ellie,French,24,Head,Married,Female,"Engineer, manufacturing systems",None,Catholic
33,Bishop Avenue,Barry,French,25,Husband,Married,Male,Actor,None,Catholic
34,Bishop Avenue,Jodie,Hale,58,Head,Married,Female,Computer games developer,None,Methodist
34,Bishop Avenue,Billy,Hale,59,Husband,Married,Male,Unemployed,None,None
35,Bishop Avenue,Jayne,Watts-Farrell,68,Head,Married,Female,Retired Geophysicist/field seismologist,None,Christian
35,Bishop Avenue,Gordon,Watts-Farrell,67,Husband,Married,Male,Clinical psychologist,None,None
35,Bishop Avenue,Joanne,Watts-Farrell,37,Daughter,Single,Female,"Embryologist, clinical",None,Christian
35,Bishop Avenue,Rachel,Watts-Farrell,35,Daughter,Single,Female,Geoscientist,None,Christian
35,Bishop Avenue,Rita,Watts-Farrell,32,Daughter,Divorced,Female,Environmental consultant,None,None
36,Bishop Avenue,Ryan,Craig,85,Head,Divorced,Male,"Retired Psychotherapist, child",None,Christian
37,Bishop Avenue,Janice,Jackson,70,Head,Married,Female,Retired Community arts worker,None,None
37,Bishop Avenue,George,Jackson,68,Husband,Married,Male,"Retired Engineer, maintenance (IT)",None,None
38,Bishop Avenue,Carol,Reynolds,25,Head,Single,Female,Chiropodist,None,None
38,Bishop Avenue,Karl,Singh,30,Partner,Single,Male,Marketing executive,None,None
39,Bishop Avenue,Bruce,Armstrong,18,Head,Married,Male,Student,None,NA
39,Bishop Avenue,Elizabeth,Armstrong,19,Wife,Married,Female,University Student,None,NA
40,Bishop Avenue,Harriet,Reid,30,Head,Married,Female,Actuary,None,Christian
40,Bishop Avenue,Roy,Reid,32,Husband,Married,Male,Museum/gallery curator,None,Christian
41,Bishop Avenue,Helen,Scott,32,Head,Married,Female,"Nurse, learning disability",None,None
41,Bishop Avenue,Malcolm,Scott,34,Husband,Married,Male,Wellsite geologist,None,None
41,Bishop Avenue,Raymond,Scott,0,Son,NA,Male,Child,None,NA
41,Bishop Avenue,Georgina,Jones,34,Lodger,Single,Female,Furniture conservator/restorer,None,None
41,Bishop Avenue,Sophie,Bruce,24,Lodger,Single,Female,Gaffer,None,None
42,Bishop Avenue,Gillian,Smith,58,Head,Divorced,Female,"Therapist, speech and language",None,Christian
42,Bishop Avenue,Danielle,Smith,38,Daughter,Divorced,Female,Unemployed,None,Christian
43,Bishop Avenue,Hazel,Bowen,75,Head,Divorced,Female,"Retired Teacher, early years/pre",None,Christian
43,Bishop Avenue,David,Bowen,42,Son,Single,Male,Operational investment banker,None,Christian
43,Bishop Avenue,Philip,Bowen,40,Son,Single,Male,Archivist,None,Christian
43,Bishop Avenue,Caroline,Bowen,40,Daughter,Divorced,Female,Civil Service administrator,None,Christian
43,Bishop Avenue,Katie,Bowen,37,Daughter,Single,Female,Personal assistant,None,None
44,Bishop Avenue,Olivia,Wood,54,Head,Single,Female,Meteorologist,None,None
44,Bishop Avenue,Leah,Wood,27,Daughter,Single,Female,Catering manager,None,None
44,Bishop Avenue,Bradley,Wood,24,Son,Single,Male,Neurosurgeon,None,None
44,Bishop Avenue,Andrea,Wood,23,Daughter,Single,Female,Management consultant,None,None
45,Bishop Avenue,Damien,Owen,82,Head,Widowed,Male,Retired Public affairs consultant,None,None
46,Bishop Avenue,Eleanor,Howard,105,Head,Widowed,Female,"Retired Optician, dispensing",Blind,Christian
47,Bishop Avenue,Samantha,Harrison,86,Head,Married,Female,Retired Systems developer,None,None
47,Bishop Avenue,Paul,Harrison,90,Husband,Married,Male,Retired Statistician,None,None
48,Bishop Avenue,Judith,Williams,54,Head,Married,Female,"Designer, blown glass/stained glass",None,Christian
48,Bishop Avenue,Duncan,Williams,64,Husband,Married,Male,Operations geologist,None,Christian
48,Bishop Avenue,Luke,Williams,26,Son,Single,Male,Site engineer,None,Christian
48,Bishop Avenue,Abbie,Williams,14,Daughter,NA,Female,Student,None,NA
49,Bishop Avenue,Brandon,Hewitt,37,Head,Single,Male,Magazine features editor,None,None
49,Bishop Avenue,Denis,Martin,28,None,Single,Male,Unemployed,None,None
50,Bishop Avenue,Shannon,Wood,54,Head,Divorced,Female,"Horticulturist, amenity",None,Christian
51,Bishop Avenue,Martin,Johnson,62,Head,Single,Male,Charity fundraiser,None,Christian
51,Bishop Avenue,Emily,Johnson,17,Granddaughter,NA,Female,Student,None,NA
52,Bishop Avenue,Gillian,Watson,52,Head,Married,Female,Operations geologist,None,Christian
52,Bishop Avenue,William,Watson,56,Husband,Married,Male,Sports development officer,None,Christian
52,Bishop Avenue,Sian,Watson,22,Daughter,Divorced,Female,University Student,None,None
52,Bishop Avenue,Daniel,Watson,18,Son,Single,Male,Student,None,Christian
52,Bishop Avenue,Jennifer,Watson,15,Daughter,NA,Female,Student,None,NA
53,Bishop Avenue,Samantha,Jones,37,Head,Single,Female,Electrical engineer,None,Catholic
53,Bishop Avenue,Neil,Taylor,64,None,Single,Male,Musician,Mental Disability,None
53,Bishop Avenue,Alice,King,37,None,Single,Female,"Psychologist, occupational",None,Christian
53,Bishop Avenue,Neil,Parker,27,None,Single,Male,Unemployed,None,Methodist
53,Bishop Avenue,Raymond,Hughes,22,None,Single,Male,University Student,None,None
54,Bishop Avenue,Annette,Hooper,61,Head,Single,Female,Horticultural consultant,None,Christian
54,Bishop Avenue,Daniel,Akhtar,21,None,Single,Male,Artist,None,Christian
54,Bishop Avenue,Mohammed,Johnson,55,None,Single,Male,"Therapist, speech and language",None,Christian
54,Bishop Avenue,Bruce,Johnson,27,None,Single,Male,Arts administrator,None,Catholic
55,Bishop Avenue,Denise,Roberts,18,Head,Single,Female,University Student,None,None
55,Bishop Avenue,Harry,Hodgson,20,None,Single,Male,University Student,None,Sikh
1,Portsmouth Street,Janet,Cooke,43,Head,Married,Female,"Producer, television/film/video",None,None
1,Portsmouth Street,Glen,Cooke,45,Husband,Married,Male,Armed forces technical officer,None,None
1,Portsmouth Street,Julia,Carroll-Cooke,21,Daughter,Single,Female,University Student,None,None
1,Portsmouth Street,Charlene,Carroll-Cooke,20,Daughter,Single,Female,University Student,None,None
1,Portsmouth Street,Roger,Carroll-Cooke,20,Son,Single,Male,University Student,None,None
1,Portsmouth Street,Rebecca,Carroll-Cooke,18,Daughter,Single,Female,Student,None,None
1,Portsmouth Street,Melissa,Carroll-Cooke,13,Daughter,NA,Female,Student,None,NA
2,Portsmouth Street,Susan,Walton,49,Head,Single,Female,Broadcast presenter,None,Christian
2,Portsmouth Street,Teresa,Walton,18,Daughter,Single,Female,Student,None,Christian
2,Portsmouth Street,Leslie,Walton,18,Son,Widowed,Male,Student,None,Christian
2,Portsmouth Street,Kieran,Walton,17,Son,NA,Male,Student,None,NA
2,Portsmouth Street,Joseph,Walton,15,Son,NA,Male,Student,None,NA
2,Portsmouth Street,Tina,Walton,12,Daughter,NA,Female,Student,None,NA
2,Portsmouth Street,Brenda,Walton,11,Daughter,NA,Female,Student,None,NA
2,Portsmouth Street,Brett,Walton,8,Son,NA,Male,Student,None,NA
3,Portsmouth Street,Aimee,Wilson,43,Head,Married,Female,"Education officer, environmental",None,Methodist
3,Portsmouth Street,Josh,Wilson,45,Husband,Married,Male,Software engineer,None,None
3,Portsmouth Street,June,Wilson,18,Daughter,Divorced,Female,Student,None,None
3,Portsmouth Street,Karl,Wilson,18,Son,Single,Male,Student,None,Methodist
3,Portsmouth Street,Alice,Wilson,15,Daughter,NA,Female,Student,None,NA
3,Portsmouth Street,Bryan,Wilson,14,Son,NA,Male,Student,None,NA
3,Portsmouth Street,Lauren,Wilson,13,Daughter,NA,Female,Student,None,NA
3,Portsmouth Street,Hazel,Wilson,12,Daughter,NA,Female,Student,None,NA
3,Portsmouth Street,Bethany,Wilson,10,Daughter,NA,Female,Student,None,NA
3,Portsmouth Street,Beth,Jones,7,Daughter,NA,Female,Student,None,NA
4,Portsmouth Street,Elaine,Dawson,37,Head,Single,Female,Radio broadcast assistant,None,Christian
4,Portsmouth Street,Dawn,Moore,32,Lodger,Divorced,Female,Oceanographer,None,None
4,Portsmouth Street,Alison,Harvey,21,Lodger,Single,Female,University Student,None,None
4,Portsmouth Street,Antony,Gray,23,Sibling,Single,Male,Fine artist,None,Muslim
4,Portsmouth Street,Mohammad,Mellor,46,Lodger,Single,Male,"Biochemist, clinical",None,Christian
5,Portsmouth Street,Antony,Taylor,38,Head,Single,Male,Hospital pharmacist,None,Christian
5,Portsmouth Street,Julia,Frost,38,Partner,Single,Female,"Designer, interior/spatial",None,None
5,Portsmouth Street,Joseph,Taylor,16,Son,NA,Male,Student,None,NA
5,Portsmouth Street,Leigh,Taylor,10,Son,NA,Male,Student,None,NA
5,Portsmouth Street,Joyce,Taylor,10,Daughter,NA,Female,Student,None,NA
6,Portsmouth Street,Harry,Read,63,Head,Married,Male,Planning and development surveyor,None,Methodist
6,Portsmouth Street,Clare,Read,59,Wife,Married,Female,Lexicographer,None,Methodist
6,Portsmouth Street,Declan,Read,18,Son,Single,Male,Student,None,None
6,Portsmouth Street,Tracy,Harvey,14,Daughter,NA,Female,Student,None,NA
6,Portsmouth Street,Geraldine,Harvey,13,Daughter,NA,Female,Student,None,NA
7,Portsmouth Street,Michelle,Hayes,38,Head,Divorced,Female,Translator,None,Catholic
7,Portsmouth Street,Frances,Hayes,10,Daughter,NA,Female,Student,None,NA
7,Portsmouth Street,Robin,Hayes,9,Son,NA,Male,Student,None,NA
7,Portsmouth Street,Leanne,Hayes,9,Daughter,NA,Female,Student,None,NA
7,Portsmouth Street,Dennis,Hayes,5,Son,NA,Male,Student,None,NA
8,Portsmouth Street,Francesca,Lee,58,Head,Married,Female,"Administrator, Civil Service",None,Christian
8,Portsmouth Street,Simon,Lee,61,Husband,Married,Male,Careers information officer,None,Christian
8,Portsmouth Street,Shirley,Lee,27,Daughter,Single,Female,Commissioning editor,None,Christian
8,Portsmouth Street,Georgia,Lee,13,Daughter,NA,Female,Student,None,NA
9,Portsmouth Street,Andrew,Taylor,50,Head,Single,Male,Unemployed,None,Christian
9,Portsmouth Street,Denise,Brown,23,None,Single,Female,Health physicist,None,Catholic
9,Portsmouth Street,Mohamed,McDonald,60,None,Single,Male,Astronomer,None,Christian
9,Portsmouth Street,Gregory,Cook,18,None,Single,Male,Student,None,NA
9,Portsmouth Street,Thomas,Smith,58,None,Single,Male,Unemployed,None,Christian
9,Portsmouth Street,Joyce,Williamson,37,None,Single,Female,Housing manager/officer,None,Methodist
10,Portsmouth Street,Eric,Lawrence,83,Head,Married,Male,Retired Secretary/administrator,None,Christian
10,Portsmouth Street,Fiona,Lawrence,81,Wife,Married,Female,"Retired Civil engineer, consulting",None,Christian
10,Portsmouth Street,Hazel,Lawrence,19,Granddaughter,Single,Female,University Student,None,Christian
10,Portsmouth Street,Russell,Watkins,10,Adopted Grandson,NA,Male,Student,None,NA
10,Portsmouth Street,Gail,Watkins,9,Granddaughter,NA,Female,Student,None,NA
10,Portsmouth Street,Georgia,Cross-Watkins,9,Granddaughter,NA,Female,Student,None,NA
11,Portsmouth Street,Rachael,Clarke,60,Head,Single,Female,Warden/ranger,None,Christian
11,Portsmouth Street,Nicholas,Clarke,23,Son,Single,Male,Trading standards officer,None,None
11,Portsmouth Street,Brett,Clarke,20,Son,Divorced,Male,University Student,None,None
11,Portsmouth Street,Heather,Clarke,16,Daughter,NA,Female,Student,None,NA
11,Portsmouth Street,Clive,Clarke,10,Son,NA,Male,Student,None,NA
12,Portsmouth Street,Annette,Reynolds,75,Head,Widowed,Female,Retired Glass blower/designer,None,None
12,Portsmouth Street,Eileen,Reynolds,43,Daughter,Single,Female,"Geneticist, molecular",None,None
12,Portsmouth Street,Ruth,Reynolds,43,Daughter,Single,Female,Bookseller,None,None
12,Portsmouth Street,Daniel,Reynolds,36,Son,Single,Male,Radio broadcast assistant,None,None
13,Portsmouth Street,Maureen,Barker,48,Head,Single,Female,Unemployed,Unknown Infection,None
13,Portsmouth Street,Sam,Barker,11,Son,NA,Male,Student,None,NA
13,Portsmouth Street,Melanie,Barker,9,Daughter,NA,Female,Student,None,NA
13,Portsmouth Street,Lisa,Barker,6,Daughter,NA,Female,Student,None,NA
13,Portsmouth Street,Hannah,Barker,2,Daughter,NA,Female,Child,None,NA
14,Portsmouth Street,Sandra,Ellis,32,Head,Divorced,Female,Unemployed,None,None
14,Portsmouth Street,Jasmine,Ellis,6,Daughter,NA,Female,Student,None,NA
14,Portsmouth Street,Jack,Jones-Ellis,4,Son,NA,Male,Child,None,NA
15,Portsmouth Street,Marilyn,Evans,46,Head,Divorced,Female,Unemployed,None,None
15,Portsmouth Street,Anne,Evans,7,Daughter,NA,Female,Student,None,NA
15,Portsmouth Street,Denise,Evans,3,Daughter,NA,Female,Child,None,NA
15,Portsmouth Street,Gillian,Wilson,30,Lodger,Single,Female,Unemployed,None,Christian
15,Portsmouth Street,Sylvia,Wheeler,24,Lodger,Divorced,Female,Radio producer,None,Catholic
16,Portsmouth Street,Sylvia,Cooper-Roberts,32,Head,Single,Female,"Administrator, Civil Service",None,None
16,Portsmouth Street,Tracy,Francis,58,Visitor,Single,Female,Astronomer,None,None
16,Portsmouth Street,Nigel,Hancock,26,Lodger,Single,Male,Environmental manager,None,Methodist
16,Portsmouth Street,Garry,Morgan,31,Lodger,Single,Male,Recruitment consultant,None,None
16,Portsmouth Street,Beth,Lamb,48,Lodger,Divorced,Female,Garment/textile technologist,None,Christian
17,Portsmouth Street,Michelle,Austin,45,Head,Single,Female,Counsellor,None,Catholic
17,Portsmouth Street,Conor,Austin,14,Son,NA,Male,Student,None,NA
17,Portsmouth Street,Kimberley,Austin,10,Daughter,NA,Female,Student,None,NA
17,Portsmouth Street,Dean,Austin,8,Son,NA,Male,Student,None,NA
17,Portsmouth Street,Lewis,Austin,7,Son,NA,Male,Student,None,NA
18,Portsmouth Street,Lynne,Cooke,37,Head,Married,Female,Adult guidance worker,None,None
18,Portsmouth Street,Callum,Cooke,40,Husband,Married,Male,Community pharmacist,None,None
18,Portsmouth Street,Anthony,Cooke,3,Son,NA,Male,Child,None,NA
18,Portsmouth Street,Joe,Cooke,1,Son,NA,Male,Child,None,NA
18,Portsmouth Street,Adam,Williams,26,Lodger,Single,Male,Educational psychologist,None,None
18,Portsmouth Street,Tony,Hill,28,Lodger,Single,Male,Unemployed,None,None
18,Portsmouth Street,Mohammed,Morrison,48,Lodger,Divorced,Male,Unemployed,None,Christian
18,Portsmouth Street,Mohammed,Collins,39,Lodger,Single,Male,Unemployed,None,Catholic
19,Portsmouth Street,Laura,Wright,55,Head,Single,Female,Unemployed,None,Catholic
19,Portsmouth Street,Tony,Pratt,55,Partner,Single,Male,Airline pilot,None,Catholic
19,Portsmouth Street,Francis,Wright,28,Son,Divorced,Male,Academic librarian,None,Catholic
19,Portsmouth Street,Clare,Gordon-Wright,27,Daughter,Single,Female,Public relations account executive,None,Catholic
19,Portsmouth Street,Fiona,Gordon-Wright,27,Daughter,Divorced,Female,"Engineer, materials",None,Catholic
19,Portsmouth Street,Ruth,Gordon-Wright,23,Daughter,Single,Female,"Chemist, analytical",None,None
19,Portsmouth Street,Anna,Gordon-Wright,22,Daughter,Divorced,Female,University Student,None,Catholic
19,Portsmouth Street,Kelly,Gordon-Wright,17,Daughter,NA,Female,Student,None,NA
20,Portsmouth Street,Sarah,Leonard,41,Head,Single,Female,Industrial/product designer,None,None
20,Portsmouth Street,Barbara,Leonard,18,Daughter,Single,Female,Student,None,None
20,Portsmouth Street,Debra,Leonard,14,Daughter,NA,Female,Student,None,NA
20,Portsmouth Street,Gail,Leonard,10,Daughter,NA,Female,Student,None,NA
1,Weston Inlet,Joanne,Sullivan,84,Head,Single,Female,"Retired Engineer, civil (consulting)",None,None
1,Weston Inlet,Douglas,Jackson,88,Partner,Single,Male,"Retired Engineer, electrical",None,None
1,Weston Inlet,Deborah,Sullivan,52,Daughter,Single,Female,TEFL teacher,None,None
1,Weston Inlet,Leslie,Sullivan,49,Son,Divorced,Male,Toxicologist,None,None
1,Weston Inlet,Gary,Sullivan,47,Son,Single,Male,Editorial assistant,None,None
1,Weston Inlet,Susan,Sullivan,44,Daughter,Single,Female,"Engineer, civil (consulting)",None,None
1,Weston Inlet,Laura,Adams-Sullivan,41,Daughter,Single,Female,Unemployed,None,None
1,Weston Inlet,Philip,Adams-Sullivan,38,Son,Single,Male,"Engineer, automotive",None,None
1,Weston Inlet,Cameron,Adams-Sullivan,31,Son,Divorced,Male,Learning mentor,None,None
1,Weston Inlet,Diana,Adams-Sullivan,27,Daughter,Single,Female,"Scientist, marine",None,None
1,Weston Inlet,Vincent,Adams-Sullivan,23,Son,Divorced,Male,Publishing copy,None,None
1,Weston Inlet,Jessica,Adams-Sullivan,19,Daughter,Single,Female,University Student,None,None
1,Weston Inlet,Hollie,Adams-Sullivan,15,Daughter,NA,Female,Student,None,NA
1,Weston Inlet,Keith,Adams-Sullivan,13,Son,NA,Male,Student,None,NA
1,Weston Inlet,Samuel,Adams-Sullivan,10,Son,NA,Male,Student,None,NA
2,Weston Inlet,Grace,Jones,57,Head,Married,Female,Town planner,None,Methodist
2,Weston Inlet,Declan,Jones,57,Husband,Married,Male,"Development worker, community",None,Methodist
2,Weston Inlet,Phillip,Jones,21,Son,Single,Male,University Student,None,Methodist
2,Weston Inlet,Thomas,Jones,19,Son,Single,Male,Ophthalmologist,None,Methodist
2,Weston Inlet,Arthur,Jones,16,Son,NA,Male,Student,None,NA
3,Weston Inlet,Kerry,Collier,45,Head,Married,Female,Electronics engineer,None,None
3,Weston Inlet,Sean,Collier,45,Husband,Married,Male,Health service manager,None,None
3,Weston Inlet,Gemma,Collier,7,Daughter,NA,Female,Student,None,NA
3,Weston Inlet,Alexandra,Collier,3,Daughter,NA,Female,Child,None,NA
3,Weston Inlet,Claire,Collier,0,Daughter,NA,Female,Child,None,NA
4,Weston Inlet,Annette,Shah,70,Head,Married,Female,Retired Tax inspector,None,None
4,Weston Inlet,Terry,Shah,72,Husband,Married,Male,Retired Financial controller,None,None
4,Weston Inlet,Sara,Shah,33,Daughter,Single,Female,"Geneticist, molecular",None,None
4,Weston Inlet,Josephine,Shah,30,Daughter,Single,Female,"Horticulturist, commercial",None,None
4,Weston Inlet,Karl,Shah,11,Son,NA,Male,Student,None,NA
5,Weston Inlet,Bethan,Davies,54,Head,Married,Female,Office manager,None,None
5,Weston Inlet,Michael,Davies,57,Husband,Married,Male,Learning mentor,None,None
5,Weston Inlet,Marcus,Davies,28,Son,Single,Male,Government social research officer,None,None
5,Weston Inlet,Kim,Davies,25,Daughter,Single,Female,Unemployed,None,None
5,Weston Inlet,Ben,Davies,24,Son,Single,Male,Amenity horticulturist,None,None
6,Weston Inlet,Rosie,Morris,56,Head,Single,Female,"Administrator, Civil Service",None,Christian
6,Weston Inlet,Donald,Chamberlain-Morris,5,Grandson,NA,Male,Student,None,NA
6,Weston Inlet,Ian,Stevenson,2,Grandson,NA,Male,Child,None,NA
6,Weston Inlet,Philip,Elliott,0,Grandson,NA,Male,Child,None,NA
6,Weston Inlet,Mark,Watkins,58,Lodger,Single,Male,Science writer,None,Christian
7,Weston Inlet,Jane,Ryan,60,Head,Married,Female,Unemployed,Unknown Infection,Catholic
7,Weston Inlet,Thomas,Ryan,64,Husband,Married,Male,"Psychologist, sport and exercise",None,Catholic
7,Weston Inlet,Jill,Ryan,24,Daughter,Single,Female,Tax adviser,None,None
7,Weston Inlet,Terry,Ryan,24,Son,Divorced,Male,Dentist,None,None
7,Weston Inlet,Ann,Ryan,24,Daughter,Single,Female,Careers information officer,None,Catholic
8,Weston Inlet,Hayley,Davies,51,Head,Married,Female,Learning mentor,None,Christian
8,Weston Inlet,Roger,Davies,57,Husband,Married,Male,"Merchandiser, retail",None,Christian
8,Weston Inlet,Kenneth,Davies,22,Son,Single,Male,University Student,None,None
9,Weston Inlet,Emily,Smith,51,Head,Married,Female,"Psychotherapist, child",None,Christian
9,Weston Inlet,Kieran,Smith,51,Husband,Married,Male,Futures trader,None,None
9,Weston Inlet,Kieran,Smith,30,Son,Divorced,Male,Comptroller,None,None
9,Weston Inlet,Derek,Smith,26,Son,Single,Male,"Education officer, environmental",None,Christian
9,Weston Inlet,Carole,Smith,20,Daughter,Single,Female,University Student,None,Christian
10,Weston Inlet,Harry,Woodward,38,Head,Married,Male,Private music teacher,None,None
10,Weston Inlet,Shannon,Woodward,38,Wife,Married,Female,"Programmer, systems",None,None
10,Weston Inlet,Gareth,Woodward,9,Son,NA,Male,Student,None,NA
10,Weston Inlet,Mohammed,Woodward,8,Son,NA,Male,Student,None,NA
10,Weston Inlet,Christine,Atkinson-Woodward,7,Daughter,NA,Female,Student,None,NA
11,Weston Inlet,Jemma,Ferguson,52,Head,Single,Female,Warden/ranger,None,Christian
11,Weston Inlet,Bernard,Davies,49,Partner,Single,Male,Pensions consultant,None,Christian
11,Weston Inlet,Darren,Ferguson,13,Son,NA,Male,Student,None,NA
11,Weston Inlet,Oliver,Ferguson,11,Son,NA,Male,Student,None,NA
11,Weston Inlet,Eric,Ferguson,8,Son,NA,Male,Student,None,NA
11,Weston Inlet,Barry,Ferguson,8,Son,NA,Male,Student,None,NA
11,Weston Inlet,Leslie,Ferguson,5,Son,NA,Male,Student,None,NA
11,Weston Inlet,David,Ferguson,4,Son,NA,Male,Child,None,NA
11,Weston Inlet,Ashleigh,Ferguson,0,Daughter,NA,Female,Child,None,NA
12,Weston Inlet,Lisa,Burke,67,Head,Married,Female,Location manager,None,Muslim
12,Weston Inlet,Robert,Burke,69,Husband,Married,Male,Retired Community education officer,None,None
12,Weston Inlet,Nicholas,Burke,34,Son,Single,Male,Cytogeneticist,None,Muslim
12,Weston Inlet,June,Gould-Burke,30,Daughter,Single,Female,Police officer,None,Muslim
12,Weston Inlet,Cheryl,Gould-Burke,29,Daughter,Single,Female,Civil Service fast streamer,None,Muslim
12,Weston Inlet,Wayne,Gould-Burke,25,Son,Single,Male,Media planner,None,Muslim
12,Weston Inlet,Dale,Gould-Burke,22,Son,Single,Male,Unemployed,None,Muslim
13,Weston Inlet,Christine,Marsh,25,Head,Single,Female,Television production assistant,None,Christian
13,Weston Inlet,Jake,Smith,24,Partner,Single,Male,Wellsite geologist,None,None
13,Weston Inlet,Declan,Marsh,0,Son,NA,Male,Child,None,NA
13,Weston Inlet,Michael,Lane,39,Sibling,Divorced,Male,IT sales professional,None,None
13,Weston Inlet,Stanley,Singh,34,Lodger,Single,Male,"Journalist, broadcasting",None,None
14,Weston Inlet,Terry,Ball,50,Head,Divorced,Male,Advertising art director,None,None
14,Weston Inlet,Natasha,Ball,13,Daughter,NA,Female,Student,None,NA
14,Weston Inlet,Callum,Ball,12,Son,NA,Male,Student,None,NA
